gene	symbol
SOX5	Immature
ROBO1	Immature
EPHA7	Immature
EPHA3	Immature
YY2	Immature
SLC1A1	Immature
NOTCH3	Immature
NOTCH1	Immature
LHX6	Immature
NES	Immature
RBFOX3	Immature
CREB1	Immature
NEUROD1	Immature
ASCL1	Immature
NTRK1	Immature
SYN1	Immature
NF1	Immature
BCL2	Immature
SLC6A5	Immature
FOXD2	Immature
ICAM5	Immature
SSTR2	Immature
NEUROG2	Immature
FOXI1	Intercalated
SLC26A11	Intercalated
CLCNKB	Intercalated
SLC4A1	Intercalated
SLC26A4	Intercalated
ATP6V1B1	Intercalated
SLC4A8	Intercalated
AQP6	Intercalated
ATP6V1C2	Intercalated
ATP6V1G3	Intercalated
ATP6V0D2	Intercalated
OXGR1	Intercalated
RHCG	Intercalated
TMEM213	Intercalated
EGF	Intercalated
FXYD2	Intercalated
AVPR1A	Intercalated
CLCNKA	Intercalated
RHBG	Intercalated
DMRT2	Intercalated
P2RY14	Intercalated
AP1S3	Intercalated
INSRR	Intercalated
JAG1	Intercalated
ADGRF5	Intercalated
CALB1	Interneurons
CCK	Interneurons
CHAT	Interneurons
VSX2	Interneurons
EN1	Interneurons
ETV1	Interneurons
EVX1	Interneurons
GAD1	Interneurons
ISL1	Interneurons
LHX1	Interneurons
LHX5	Interneurons
LHX3	Interneurons
LHX6	Interneurons
GRM1	Interneurons
NPY	Interneurons
OPRM1	Interneurons
GRIN2D	Interneurons
NOS1	Interneurons
PVALB	Interneurons
PAX2	Interneurons
SST	Interneurons
TACR1	Interneurons
VIP	Interneurons
CRHR1	Interneurons
PACSIN1	Interneurons
SYN1	Interneurons
FGF12	Interneurons
NXPH1	Interneurons
SYT7	Interneurons
PTPRO	Interneurons
DLGAP1	Interneurons
GNG4	Interneurons
HAP1	Interneurons
SHISA8	Interneurons
PCBP3	Interneurons
ABAT	Interneurons
PCP4L1	Interneurons
GAL	Interneurons
TH	Interneurons
SYNPR	Interneurons
TRH	Interneurons
ADCY8	Interneurons
CTGF	Interneurons
EML5	Interneurons
TMEM132D	Interneurons
BACE1	Interneurons
CACNG2	Interneurons
ISCA1	Interneurons
LPGAT1	Interneurons
NAT14	Interneurons
SLC12A5	Interneurons
DEPTOR	Interneurons
SLC22A15	Interneurons
PDE4A	Interneurons
CACNA1I	Interneurons
FRYL	Interneurons
Interneurons	NA
SURF1	Interneurons
TRIM9	Interneurons
KCNC1	Interneurons
RAB3B	Interneurons
CDK17	Interneurons
RGS17	Interneurons
ABCC5	Interneurons
RAB26	Interneurons
VLDLR	Interneurons
CACNG7	Interneurons
INAFM1	Interneurons
BRINP1	Interneurons
PIANP	Interneurons
CPLX1	Interneurons
SHISA6	Interneurons
DHRS3	Interneurons
GRIA4	Interneurons
NRSN2	Interneurons
CDHR1	Interneurons
ABR	Interneurons
NRN1	Interneurons
HIVEP2	Interneurons
NXPH4	Interneurons
CDH4	Interneurons
CHST1	Interneurons
SHISA9	Interneurons
EOMES	Interneurons
NMB	Interneurons
LY6G6E	Interneurons
CALN1	Interneurons
CASK	Interneurons
CACNA1E	Interneurons
FAM81A	Interneurons
CAMKV	Interneurons
ARHGAP21	Interneurons
DDN	Interneurons
SV2B	Interneurons
FRRS1L	Interneurons
ACSL4	Interneurons
CAMK4	Interneurons
NPTXR	Interneurons
LINGO1	Interneurons
HPCAL4	Interneurons
LMO3	Interneurons
LYPD1	Interneurons
CHN1	Interneurons
NRGN	Interneurons
SLC17A7	Interneurons
CAMK2A	Interneurons
PRKCB	Interneurons
NCALD	Interneurons
RAB15	Interneurons
FBXW11	Interneurons
ADCY1	Interneurons
FBXO11	Interneurons
IGSF21	Interneurons
SRGAP3	Interneurons
NTNG1	Interneurons
MAGEE1	Interneurons
SCAMP1	Interneurons
PSD3	Interneurons
RORA	Interneurons
DCAF7	Interneurons
VGF	Interneurons
EID2	Interneurons
RGMA	Interneurons
SCRT1	Interneurons
POU2F2	Interneurons
NBEA	Interneurons
SRGAP1	Interneurons
FCHSD2	Interneurons
SLC16A1	Interneurons
SLC36A1	Interneurons
ATG12	Interneurons
SLC17A6	Interneurons
AGAP1	Interneurons
ZDHHC22	Interneurons
ACBD5	Interneurons
AQP4	Interneurons
TMEM163	Interneurons
ZDHHC17	Interneurons
Interneurons	NA
ZIC4	Interneurons
NEFM	Interneurons
L1CAM	Interneurons
IDS	Interneurons
DNM3	Interneurons
DNAJC6	Interneurons
ADGRA1	Interneurons
DZANK1	Interneurons
SCN2B	Interneurons
HSPA12A	Interneurons
SYT13	Interneurons
RAMP3	Interneurons
LYNX1	Interneurons
KCNA2	Interneurons
OXR1	Interneurons
DISP2	Interneurons
PCSK2	Interneurons
SHOX2	Interneurons
SCN8A	Interneurons
AAK1	Interneurons
GABRA4	Interneurons
NRIP3	Interneurons
HLF	Interneurons
PRKCD	Interneurons
PTPN3	Interneurons
KCNC2	Interneurons
CDKL5	Interneurons
CCDC136	Interneurons
KCNMA1	Interneurons
SPOCK3	Interneurons
PTPN4	Interneurons
PDP1	Interneurons
RGS7BP	Interneurons
PLCB4	Interneurons
GABBR2	Interneurons
ELMO1	Interneurons
ADARB1	Interneurons
ILDR2	Interneurons
AKAP8L	Interneurons
SPTY2D1	Interneurons
PCF11	Interneurons
PARM1	Interneurons
PITX2	Interneurons
PITX1	Interneurons
CLDN9	Interneurons
TCEAL3	Interneurons
Interneurons	NA
KCNK9	Interneurons
TSHB	Interneurons
RORB	Interneurons
GATA2	Interneurons
TIMELESS	Interneurons
CXCL14	Interneurons
APOC3	Interneurons
Interneurons	NA
CGA	Interneurons
ADORA2A	Interneurons
RPRML	Interneurons
CACNB1	Interneurons
KCNQ5	Interneurons
PRKCG	Interneurons
GABRA5	Interneurons
PAX6	Interneurons
PNOC	Interneurons
HTR3A	Interneurons
RELN	Interneurons
CALB2	Interneurons
PDE1A	Interneurons
ADGRL2	Interneurons
KCNIP2	Interneurons
RGS10	Interneurons
NOV	Interneurons
CPNE5	Interneurons
SLC5A7	Interneurons
CRH	Interneurons
GDA	Interneurons
SEMA3E	Interneurons
DLX1	Interneurons
DLX2	Interneurons
DLX5	Interneurons
ARX	Interneurons
NDNF	Interneurons
FOXI1	Ionocytes
CFTR	Ionocytes
ASCL3	Ionocytes
Ionocytes	NA
SCGB1A1	Ionocytes
FOXN4	Ionocytes
TFCP2L1	Ionocytes
SLC12A2	Ionocytes
CLCNKB	Ionocytes
KCNMA1	Ionocytes
SLC9A4	Ionocytes
SLC9A7	Ionocytes
TRPV4	Juxtaglomerular
Juxtaglomerular	cells
TH	Juxtaglomerular
Juxtaglomerular	cells
Juxtaglomerular	cells
ACTA2	Juxtaglomerular
MYH11	Juxtaglomerular
CNN1	Juxtaglomerular
Keratinocytes	CLSP
Keratinocytes	CD24A
FLG	Keratinocytes
KPRP	Keratinocytes
ICAM1	Keratinocytes
IVL	Keratinocytes
TGM1	Keratinocytes
KRT1	Keratinocytes
KRT5	Keratinocytes
KRT14	Keratinocytes
KRT16	Keratinocytes
KRT17	Keratinocytes
LAMA5	Keratinocytes
LCN2	Keratinocytes
PLEC	Keratinocytes
Keratinocytes	ESI|SKALP|ELAFIN|WAP3|WFDC14|cementoin
SPRR1A	Keratinocytes
SPRR1B	Keratinocytes
GJB3	Keratinocytes
IRF3	Keratinocytes
LAMC2	Keratinocytes
SIRT7	Keratinocytes
RIPK4	Keratinocytes
REL	Keratinocytes
IL13RA1	Keratinocytes
SGPP1	Keratinocytes
PKP3	Keratinocytes
PKP1	Keratinocytes
ANXA8	Keratinocytes
TRIM29	Keratinocytes
DSC3	Keratinocytes
FST	Keratinocytes
AQP3	Keratinocytes
KRT15	Keratinocytes
S100A14	Keratinocytes
DMKN	Keratinocytes
ENTPD2	Keratinocytes
FGF5	Keratinocytes
NGFR	Keratinocytes
TFAP2A	Keratinocytes
LGALS7	Keratinocytes
CXCL1	Keratinocytes
CCL2	Keratinocytes
SFN	Keratinocytes
KRT10	Keratinocytes
SBSN	Keratinocytes
KRT84	Keratinocytes
KRT36	Keratinocytes
OSR1	Kidney
PAX2	Kidney
EYA1	Kidney
WT1	Kidney
SIX2	Kidney
SALL1	Kidney
CITED1	Kidney
TNF	Kupffer
Kupffer	cells
MPO	Kupffer
VSIG4	Kupffer
PROK2	Kupffer
STARD5	Kupffer
MSR1	Kupffer
TLR9	Kupffer
PPARA	Kupffer
TREM1	Kupffer
SLC11A1	Kupffer
TLR4	Kupffer
MMP13	Kupffer
CD14	Kupffer
VDR	Kupffer
CHIT1	Kupffer
OSM	Kupffer
PPARD	Kupffer
CLEC4F	Kupffer
ADGRE1	Kupffer
IL1B	Kupffer
SLC40A1	Kupffer
Kupffer	cells
Kupffer	cells
TIMD4	Kupffer
MNDA	Kupffer
SLC15A3	Kupffer
DNASE1L3	Kupffer
MARCO	Kupffer
Kupffer	cells
HFE	Kupffer
CD38	Kupffer
Kupffer	cells
CD163	Kupffer
CCR5	Kupffer
CLEC1B	Kupffer
Kupffer	cells
CLEC4G	Kupffer
GPIHBP1	Kupffer
FOLR2	Kupffer
PLTP	Kupffer
Kupffer	cells
IRF7	Kupffer
SPIC	Kupffer
CSF1R	Kupffer
C1QC	Kupffer
C1QA	Kupffer
C1QB	Kupffer
CLEC4E	Kupffer
ACHE	Langerhans
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
Langerhans	cells
CD207	Langerhans
EHF	Langerhans
PRKCB	Langerhans
AHR	Langerhans
GPNMB	Langerhans
EPCAM	Langerhans
CD80	Langerhans
PTPRC	Langerhans
TLR2	Langerhans
TLR4	Langerhans
TLR9	Langerhans
Langerhans	cells
CCR6	Langerhans
Langerhans	cells
CLDN1	Langerhans
HSD11B2	Leydig
MAFB	Leydig
ALDH1A1	Leydig
SLC9A8	Leydig
KISS1	Leydig
PDE8A	Leydig
LEP	Leydig
CXCL10	Leydig
PTCH1	Leydig
GATA4	Leydig
ACSBG1	Leydig
INHA	Leydig
HSD3B1	Leydig
DHCR7	Leydig
CALB2	Leydig
CYP17A1	Leydig
CYP11A1	Leydig
IGF1	Leydig
INSL3	Leydig
NR5A2	Leydig
LHCGR	Leydig
MLANA	Leydig
RLN1	Leydig
Leydig	cells
RLN3	Leydig
TAC1	Leydig
STAR	Leydig
THBS2	Leydig
PTGDS	Leydig
LCN2	Leydig
HSD17B3	Leydig
ASS1	Leydig
PRLR	Leydig
Leydig	cells
Leydig	cells
CYP26B1	Leydig
IGF2	Leydig
IGFBP5	Leydig
CFD	Leydig
DLK1	Leydig
IGFBP3	Leydig
INHBA	Leydig
VIT	Leydig
ALDH1A3	Leydig
NOS1	Leydig
EDNRA	Leydig
SMOC2	Leydig
ADAM21	Leydig
ESRRG	Leydig
GPRC6A	Leydig
GJA1	Leydig
GAS6	Leydig
SULT1E1	Leydig
CYP19A1	Leydig
PLAUR	Leydig
FABP9	Leydig
CLDN16	Loop
CLDN8	Loop
UMOD	Loop
FABP4	Loop
AQP1	Loop
CLDN10	Loop
CLDN19	Loop
SLC12A1	Loop
DEFB1	Loop
CLCNKA	Loop
TRPM7	Loop
CDH6	Loop
LCN2	Loop
DKK1	Loop
DACH1	Loop
SLC12A3	Loop
SLC11A2	Loop
ARVCF	Loop
RGS5	Loop
COX4I2	Loop
CYP4B1	Loop
PARVB	Loop
SH3RF2	Loop
HEY2	Loop
NKAIN4	Loop
ADAMTS5	Loop
CXCL1	Loop
GEM	Loop
FGA	Loop
PLA2G7	Loop
THBS1	Loop
ENC1	Loop
SPSB1	Loop
ARID5A	Loop
CD40	Loop
SLC14A2	Loop
NRGN	Loop
RNF182	Loop
PCSK9	Loop
DRAM1	Loop
ARC	Loop
NEK6	Loop
CDKN1C	Loop
CALCRL	Loop
SMARCD3	Loop
KCNT1	Loop
PTGS2	Loop
IRX2	Loop
PPP1R1B	Loop
LIPG	Loop
TNNI1	Loop
LRRC66	Loop
IGF1	Loop
FGFR2	Luminal
FGG	Luminal
KRT18	Luminal
Luminal	epithelial
SLPI	Luminal
PROM1	Luminal
KRT19	Luminal
SYTL2	Luminal
CD74	Luminal
AGR2	Luminal
LTF	Luminal
SAA2	Luminal
KRT23	Luminal
Luminal	epithelial
Luminal	epithelial
WFDC2	Luminal
LCN2	Luminal
BTG1	Luminal
CLDN4	Luminal
ANXA1	Luminal
HMGA1	Luminal
STC2	Luminal
AREG	Luminal
TNFSF10	Luminal
Luminal	epithelial
PIP	Luminal
ATP7B	Luminal
HIF1A	Luminal
FGFR4	Luminal
DDR1	Luminal
CEBPD	Luminal
PGR	Luminal
KRT8	Luminal
UXT	Luminal
PTH1R	Luminal
CD9	Luminal
AR	Luminal
AQP3	Luminal
ATP2C2	Luminal
WNT5A	Luminal
SLC12A2	Luminal
ESR1	Luminal
AQP5	Luminal
RUNX1	Luminal
CDH1	Luminal
MUC1	Luminal
ANPEP	Luminal
Luminal	epithelial
AKT1	Luteal
LHCGR	Luteal
HSD3B1	Luteal
CYP11A1	Luteal
EPHX2	Luteal
SFRP4	Luteal
PLIN5	Luteal
BHMT	Luteal
PGAM1	Luteal
CHKA	Luteal
ADAMTS1	Luteal
SLC16A2	Luteal
PMPCB	Luteal
SDC1	Luteal
BCAT1	Luteal
RORA	Luteal
AIF1L	Luteal
DHCR7	Luteal
EPDR1	Luteal
AVPI1	Luteal
GAMT	Luteal
PRLR	Luteal
TMEM86A	Luteal
CITED4	Luteal
Luteal	cells
GAPDH	Luteal
FKBP5	Luteal
ME1	Luteal
ITGAL	Macrophages
ITGAM	Macrophages
CD14	Macrophages
FUT4	Macrophages
Macrophages	CD16a
CD33	Macrophages
Macrophages	CD64|CD64A
CD80	Macrophages
Macrophages	LIR-5|ILT3|HM18|LIR5|CD85k
CD86	Macrophages
CD163	Macrophages
CCR5	Macrophages
TLR2	Macrophages
TLR4	Macrophages
ADGRE1	Macrophages
GPR34	Macrophages
Macrophages	NA
TREM2	Macrophages
FABP4	Macrophages
S100A8	Macrophages
Macrophages	NA
CPM	Macrophages
CHIT1	Macrophages
F13A1	Macrophages
Macrophages	NA
CX3CR1	Macrophages
CXCL16	Macrophages
TGFBR1	Macrophages
SLAMF9	Macrophages
Macrophages	NA
SCIMP	Macrophages
LILRA5	Macrophages
Macrophages	NA
Macrophages	NA
CD83	Macrophages
C3AR1	Macrophages
STAB1	Macrophages
MRC1	Macrophages
PARP14	Macrophages
Macrophages	NA
FGD2	Macrophages
Macrophages	NA
RAB7B	Macrophages
RBPJ	Macrophages
SLCO2B1	Macrophages
NAAA	Macrophages
MARCH1	Macrophages
EGLN3	Macrophages
Macrophages	Gm638|AMICA|AMICA1
FGL2	Macrophages
Macrophages	NA
GPNMB	Macrophages
CLEC4D	Macrophages
ADAM8	Macrophages
ARL11	Macrophages
MMP12	Macrophages
LYVE1	Macrophages
PLTP	Macrophages
VSIG4	Macrophages
MS4A4A	Macrophages
Macrophages	CD20L3|MS4A6
FPR1	Macrophages
CD180	Macrophages
Macrophages	NA
GDF15	Macrophages
RAB20	Macrophages
HFE	Macrophages
TNF	Macrophages
CCR2	Macrophages
SNX20	Macrophages
Macrophages	NA
FMNL1	Macrophages
GPR132	Macrophages
SLAMF7	Macrophages
NCEH1	Macrophages
CCL24	Macrophages
C5AR1	Macrophages
CD300A	Macrophages
CXCL2	Macrophages
CCL7	Macrophages
CCL2	Macrophages
IL1B	Macrophages
IRF5	Macrophages
AHR	Macrophages
MYO1G	Macrophages
DUSP5	Macrophages
GPR171	Macrophages
CCR7	Macrophages
DNASE1L3	Macrophages
CXCL1	Macrophages
SAMSN1	Macrophages
NR4A3	Macrophages
CCL22	Macrophages
S100A4	Macrophages
MMP9	Macrophages
HILPDA	Macrophages
NRP2	Macrophages
SLC37A2	Macrophages
CTSK	Macrophages
CD36	Macrophages
LPCAT2	Macrophages
HPGDS	Macrophages
IFNAR2	Macrophages
MS4A7	Macrophages
SLC11A1	Macrophages
HPGD	Macrophages
CCL3	Macrophages
CLEC7A	Macrophages
CD5L	Macrophages
Macrophages	NA
CCL5	Macrophages
CYTH4	Macrophages
Macrophages	NA
Macrophages	NA
CD3E	Macrophages
CD19	Macrophages
CD74	Macrophages
Macrophages	NA
CSF1R	Macrophages
LGALS3	Macrophages
CD68	Macrophages
UCP2	Macrophages
TREML4	Macrophages
FGR	Macrophages
CYBB	Macrophages
CD200	Macrophages
CD200R1	Macrophages
GATA6	Macrophages
Macrophages	NA
Macrophages	NA
Macrophages	NA
ITGAX	Macrophages
Macrophages	NA
PPARG	Macrophages
Macrophages	NA
TYROBP	Macrophages
RGS1	Macrophages
DAB2	Macrophages
P2RY6	Macrophages
MAF	Macrophages
Macrophages	NA
AIF1	Macrophages
CLEC10A	Macrophages
Macrophages	NA
ADGRE5	Macrophages
Macrophages	NA
Macrophages	NA
SLC15A3	Macrophages
Macrophages	NA
CYP27A1	Macrophages
SLC7A7	Macrophages
RUNX3	Macrophages
SYK	Macrophages
CSN2	Mammary
Mammary	epithelial
BTN1A1	Mammary
BTN2A2	Mammary
Mammary	epithelial
MMP14	Mammary
TOX3	Mammary
CDH1	Mammary
FFAR1	Mammary
PYGO2	Mammary
SERPINB5	Mammary
RUNX2	Mammary
Mammary	epithelial
CITED1	Mammary
IRF6	Mammary
SULT1E1	Mammary
KRT14	Mammary
KDM3A	Mammary
SLC30A2	Mammary
PADI2	Mammary
CLDN1	Mammary
ABCG2	Mammary
PIP	Mammary
KRT5	Mammary
PRLR	Mammary
CLDN4	Mammary
CSN3	Mammary
CSN1S1	Mammary
RARRES1	Mammary
KRT17	Mammary
NNMT	Mammary
ALDH1A3	Mammary
SGMS2	Mammary
PIEZO1	Mammary
ANO1	Mammary
WNT5B	Mammary
NEDD9	Mammary
FOXP4	Mammary
LSR	Mammary
LIF	Mammary
KRT19	Mammary
KRT7	Mammary
STAT3	Mammary
KRT8	Mammary
KRT18	Mammary
Mammary	epithelial
KIT	Mast
ENPP3	Mast
IL2RA	Mast
Mast	cells
IL17A	Mast
CRH	Mast
HSD11B1	Mast
CD274	Mast
CXCR2	Mast
CXCR4	Mast
CCR3	Mast
CCR5	Mast
LTC4S	Mast
GPR34	Mast
MGST2	Mast
ACHE	Mast
CPA3	Mast
CPA1	Mast
CMA1	Mast
HNMT	Mast
TPSAB1	Mast
PTGDS	Mast
CFP	Mast
RAB27B	Mast
Mast	cells
SLA	Mast
IL1RL1	Mast
Mast	cells
GNAI1	Mast
CFD	Mast
OSBPL8	Mast
ADORA3	Mast
HS3ST1	Mast
CSF2RB	Mast
DAPP1	Mast
SLC6A4	Mast
MAOB	Mast
Mast	cells
CSRNP1	Mast
CYP11A1	Mast
RGS1	Mast
Mast	cells
PLEK	Mast
Mast	cells
HDC	Mast
Mast	cells
TPSB2	Mast
TPH1	Mast
CD55	Mast
Mast	cells
RGS13	Mast
TPSG1	Mast
SOCS1	Mast
BTK	Mast
IL4	Mast
MS4A2	Mast
VWA5A	Mast
FCER1A	Mast
MCEMP1	Mast
MILR1	Mast
CCL2	Mast
Mast	cells
CREB3L1	Mast
EDNRA	Mast
HS6ST2	Mast
KCNE3	Mast
Mast	cells
MEIS2	Mast
Mast	cells
MRGPRX2	Mast
Mast	cells
PLAU	Mast
ADAMTS9	Mast
CHST1	Mast
COBL	Mast
CTSG	Mast
DNM3	Mast
FAM198B	Mast
GRIK2	Mast
HPGDS	Mast
HS3ST3A1	Mast
PAPSS2	Mast
PCBD1	Mast
PCP4L1	Mast
RNF128	Mast
Mast	cells
SLC29A1	Mast
SLC45A3	Mast
STARD13	Mast
A4GALT	Mast
ACER3	Mast
ARMCX3	Mast
ATL2	Mast
BBS10	Mast
BMPR2	Mast
C2	Mast
Mast	cells
CCDC141	Mast
CCL7	Mast
CDC42BPA	Mast
CDH9	Mast
COPZ2	Mast
Mast	cells
Mast	cells
Mast	cells
ZDHHC13	Mast
WDR60	Mast
UNC13B	Mast
TRANK1	Mast
TIAM2	Mast
TCF7L1	Mast
STK32B	Mast
ST6GALNAC3	Mast
SOCS2	Mast
SPRED1	Mast
SMPX	Mast
SMARCA1	Mast
SLC7A5	Mast
SLC4A4	Mast
SLC31A2	Mast
SGCE	Mast
ROR1	Mast
RNF180	Mast
Mast	cells
RBFOX1	Mast
RAPGEF2	Mast
PDE1C	Mast
PCDH7	Mast
OPTN	Mast
Mast	cells
Mast	cells
Mast	cells
OAF	Mast
NEO1	Mast
NDST2	Mast
NCEH1	Mast
Mast	cells
MRGPRX1	Mast
MLPH	Mast
MITF	Mast
MFGE8	Mast
LSAMP	Mast
LRRC66	Mast
LIMA1	Mast
KRT4	Mast
KDELR3	Mast
IDS	Mast
HSPA13	Mast
HS2ST1	Mast
GPM6A	Mast
GP1BA	Mast
GNAZ	Mast
FAM84A	Mast
FAM129B	Mast
EXT1	Mast
ESYT3	Mast
ENO2	Mast
ENAH	Mast
DUSP1	Mast
DGKI	Mast
DDC	Mast
DCLK3	Mast
ITGA2B	Megakaryocytes
GP1BA	Megakaryocytes
ITGB3	Megakaryocytes
MPL	Megakaryocytes
LAT	Megakaryocytes
PLEK	Megakaryocytes
S100A9	Megakaryocytes
S100A8	Megakaryocytes
PF4	Megakaryocytes
F13A1	Megakaryocytes
CD9	Megakaryocytes
EPOR	Megakaryocytes
CXCR4	Megakaryocytes
GP5	Megakaryocytes
CXCR1	Megakaryocytes
CXCR2	Megakaryocytes
SLAMF1	Megakaryocytes
PDE6B	Megakaryocytes
MATK	Megakaryocytes
SPON2	Megakaryocytes
MKL2	Megakaryocytes
TLR9	Megakaryocytes
KIF5B	Megakaryocytes
GATA1	Megakaryocytes
FLI1	Megakaryocytes
PROX1	Megakaryocytes
SYP	Megakaryocytes
TSPAN9	Megakaryocytes
RGS18	Megakaryocytes
TREML1	Megakaryocytes
GATA2	Megakaryocytes
VWF	Megakaryocytes
ALOX12	Megakaryocytes
SELP	Megakaryocytes
NFATC1	Megakaryocytes
CIB1	Megakaryocytes
PLK3	Megakaryocytes
MAFG	Megakaryocytes
IL2RA	Megakaryocytes
PECAM1	Megakaryocytes
PPARG	Megakaryocytes
IL6	Megakaryocytes
IL21R	Megakaryocytes
LRP1	Megakaryocytes
ACHE	Megakaryocytes
VEGFA	Megakaryocytes
TGFB1	Megakaryocytes
GP9	Megakaryocytes
AHR	Melanocytes
MC1R	Melanocytes
PMEL	Melanocytes
PTGDS	Melanocytes
SLC45A2	Melanocytes
MLANA	Melanocytes
MITF	Melanocytes
TYR	Melanocytes
TYRP1	Melanocytes
DCT	Melanocytes
FILIP1L	Melanocytes
GPNMB	Melanocytes
LOXL2	Melanocytes
ZC3H7A	Melanocytes
SLK	Melanocytes
Melanocytes	NA
DKK3	Melanocytes
AHNAK2	Melanocytes
HSPB1	Melanocytes
PAX3	Melanocytes
TRPM1	Melanocytes
CTNS	Melanocytes
ENPP1	Melanocytes
SOX9	Melanocytes
BNC2	Melanocytes
MEN1	Melanocytes
POMC	Melanocytes
TFAP2A	Melanocytes
RAB38	Melanocytes
Melanocytes	SHFM4|EEC3|p63|p73L|OFC8|KET|p73H|p53CP|TP73L|TP53L|TP53CP
CRABP1	Melanocytes
BMI1	Melanocytes
PTN	Melanocytes
Melanocytes	Wisp2|Ccn5|Ctgfl
Melanocytes	PDJ|AR-JP|parkin|PARK2
KLC2	Melanocytes
IL24	Melanocytes
TPH2	Melanocytes
PPARA	Melanocytes
PPARD	Melanocytes
PPARG	Melanocytes
PRKCA	Melanocytes
FOXC1	Meningeal
FOXC2	Meningeal
BMP7	Meningeal
ZIC1	Meningeal
ZIC3	Meningeal
ALDH1A2	Meningeal
ALX4	Meningeal
IGF2	Meningeal
VTN	Meningeal
IGFBP2	Meningeal
DCN	Meningeal
LUM	Meningeal
PDGFRA	Meningeal
IL33	Meningeal
PTGDS	Meningeal
NNAT	Meningeal
NOV	Meningeal
SLC47A1	Meningeal
CHGA	Merkel
KRT20	Merkel
FLI1	Merkel
Merkel	cells
GNAI1	Merkel
VIL1	Merkel
PIEZO2	Merkel
ID2	Merkel
TRPV4	Merkel
ATOH1	Merkel
SOX2	Merkel
TTF1	Merkel
POU4F3	Merkel
GFI1	Merkel
KRT8	Merkel
KRT18	Merkel
PDGFB	Mesangial
PDGFRB	Mesangial
ACTA2	Mesangial
TNS1	Mesangial
SFRP2	Mesangial
ECM1	Mesangial
ANGPT2	Mesangial
FGF1	Mesangial
CTGF	Mesangial
PLAU	Mesangial
GATA3	Mesangial
LEF1	Mesangial
MRC1	Mesangial
PML	Mesangial
OGT	Mesangial
NOCT	Mesangial
NCOA2	Mesangial
PER3	Mesangial
PLA2R1	Mesangial
TRIP4	Mesangial
AMOTL2	Mesangial
LATS2	Mesangial
YAP1	Mesangial
LRP5	Mesangial
MIB1	Mesangial
NOSTRIN	Mesangial
ADAMTSL4	Mesangial
EMILIN1	Mesangial
ITGA8	Mesangial
DYRK1A	Mesangial
ARID5B	Mesangial
CCR7	Mesangial
FN1	Mesangial
PAWR	Mesangial
PTN	Mesangial
SERPINE2	Mesangial
TBX18	Mesangial
TEK	Mesangial
THY1	Mesangial
MYL9	Mesangial
TPM2	Mesangial
CALD1	Mesangial
HOPX	Mesangial
NR4A2	Mesangial
ACTN1	Mesangial
AKAP12	Mesangial
ROCK1	Mesangial
SH3BGRL	Mesangial
RASD1	Mesangial
SNCG	Mesangial
FILIP1L	Mesangial
FLNA	Mesangial
MEF2C	Mesangial
CSTB	Mesangial
SMARCA5	Mesangial
PDE3A	Mesangial
MAP3K20	Mesangial
CALB2	Mesothelial
MUC16	Mesothelial
KRT5	Mesothelial
KRT6A	Mesothelial
DES	Mesothelial
CDH1	Mesothelial
HAS2	Mesothelial
KRT7	Mesothelial
ME1	Mesothelial
ME2	Mesothelial
MSLN	Mesothelial
THBD	Mesothelial
WT1	Mesothelial
LRRN4	Mesothelial
IL17RE	Mesothelial
LOX	Mesothelial
Mesothelial	cells
KCNAB1	Mesothelial
PKHD1L1	Mesothelial
SULF1	Mesothelial
DUSP5	Mesothelial
MIR22HG	Mesothelial
COBLL1	Mesothelial
ST3GAL1	Mesothelial
FBXO33	Mesothelial
FZD1	Mesothelial
RASL11A	Mesothelial
CDON	Mesothelial
BCL3	Mesothelial
ACKR3	Mesothelial
NPR1	Mesothelial
PCSK6	Mesothelial
DPP4	Mesothelial
RND1	Mesothelial
GBP2	Mesothelial
Mesothelial	cells
MEDAG	Mesothelial
AR	Mesothelial
LGALS7	Mesothelial
Mesothelial	cells
ANO1	Mesothelial
GSTA3	Mesothelial
OSR1	Mesothelial
TWSG1	Mesothelial
Mesothelial	cells
ADGRD1	Mesothelial
CRLS1	Mesothelial
FLNC	Mesothelial
PTGS2	Mesothelial
C2	Mesothelial
FMO2	Mesothelial
FMOD	Mesothelial
FGF1	Mesothelial
Mesothelial	cells
EFEMP1	Mesothelial
FRAS1	Mesothelial
RSPO1	Mesothelial
RARRES2	Mesothelial
GP2	Microfold
SPIB	Microfold
PGLYRP1	Microfold
Microfold	cells
EHF	Microfold
ANXA5	Microfold
SOX8	Microfold
MIER3	Microfold
NFIC	Microfold
Microfold	cells
CXCL16	Microfold
CTSD	Microfold
CCL20	Microfold
CTSH	Microfold
Microfold	cells
MARCKSL1	Microfold
RAC2	Microfold
TNFAIP2	Microfold
FABP5	Microfold
GJB2	Microfold
MFGE8	Microfold
CYBA	Microfold
TMPRSS2	Microfold
AHR	Microfold
MTF1	Microfold
RELB	Microfold
TULP4	Microfold
ONECUT2	Microfold
FOSL2	Microfold
IRF6	Microfold
IRF2	Microfold
Microfold	cells
NFIB	Microfold
FOXP4	Microfold
ITGAM	Microglia
ITGAX	Microglia
C5AR1	Microglia
CX3CR1	Microglia
